sale_def,saleyymm,bed,bath,area_heated,area,dist_cbd,dist_lakes,pool,property_id,pcode
135529,200203,3,2,1842,23009,10021.18,852.63,0,204,334
68519,200206,3,2,1000,6757,11585.43,3310.35,0,417,335
191741,200407,4,3,2361,6763,21643.43,131.26,0,106,336
135838,200106,3,2.5,2004,7440,21267.77,4320.37,1,618,337
124491,200212,4,2,1884,9975,11398.27,361.07,0,690,338
221163,200005,4,2,2411,12262,12458.91,343.64,1,413,339
171619,200003,4,3,2340,5167,9668.89,500.12,1,100,340
159457,200210,3,3,2127,4611,23435.08,392.63,1,125,341
342704,200205,3,2,2555,13051,2463.62,136.59,0,195,342
141908,200205,3,2,1793,8623,13557.86,395.83,0,60,343
101830,200201,4,2,1451,3399,15323.67,357.04,0,424,344
125941,200308,2,1,754,6363,6777.51,971.22,0,165,345
301679,200307,4,4,3470,11275,20388.63,483.02,0,599,346
130408,200011,3,2,1652,5539,21469.36,7019.31,0,435,347
224317,200304,4,2.5,2293,10959,12357.32,251.57,1,491,348
157103,200109,3,3,1713,7654,19081.35,647.54,0,281,349
90567,200008,3,2,1119,8291,6521.01,340.46,0,67,350
138282,200312,3,2,1671,23248,11559.62,72.23,0,253,351
143703,200106,4,2,1690,5635,19144.61,2049.89,0,400,352
1272979,200211,4,5,4860,23146,7806.76,175.23,1,945,353
368132,200206,5,5,3463,14088,13384.32,671.6,1,273,354
336061,200104,4,3,3572,28905,18223.28,25.39,1,368,355
114021,200412,4,2,1498,7249,8295.55,539.52,0,489,356
116830,200212,2,2,1118,5926,8722.83,864.46,0,885,357
147294,200504,3,2,1456,9101,13509.04,245.43,0,175,358
89186,200310,2,2,1022,4878,12818.51,636.72,0,861,359
136081,200307,3,3,1387,2743,22252.91,490.36,0,865,360
271089,200306,3,2,2965,7499,15708.93,2361.92,1,82,361
345206,200408,3,3,2373,11217,20067.13,210.26,0,662,362
263753,200303,3,2.5,1826,4266,2087.25,139.77,0,434,363
166123,200103,2,2.5,1192,6143,1300.51,98.68,0,886,364
142018,200101,4,2.5,2156,5042,15770.29,3339.13,0,237,365
160545,200503,3,2,1229,6031,13956.98,1836.18,0,635,366
127238,200304,4,2,1446,7471,24001.41,754.15,0,914,367
117747,200303,3,1.5,1396,8400,9773.05,1809.25,0,743,368
145095,200105,4,2.5,2075,5704,13658.69,372.94,0,255,369
602311,200206,5,3.5,2798,14968,8063.29,251.05,1,260,370
350612,200501,4,3,2896,47024,25368.27,193.13,0,219,371
211361,200503,3,2,1873,6881,10048.07,390.29,0,679,372
194467,200404,4,2,1701,5331,23409.25,459.13,0,850,373
153832,200407,3,2.5,1660,2909,22389.87,1220.87,0,475,374
129375,200212,3,2,1555,9943,23910.5,116.7,0,568,375
116019,200301,3,2,1563,7475,9909.45,1196.8,0,660,376
119786,200006,4,2.5,1831,5581,16563.78,5122.68,0,872,377
274178,200208,5,2.5,2652,6873,2778.43,497.23,0,382,378
107243,200108,3,2,1759,13559,13030.29,48.2,0,756,379
161647,200011,2,2,1796,9004,13318.16,762.07,0,798,380
137695,200305,3,2,1400,6050,12829.2,4541.09,0,274,381
94183,200005,4,2,1584,9998,9031.67,1054.41,0,642,382
83852,200005,3,2,1194,5001,12455.13,4204.3,0,545,383
46419,200403,2,1,720,8156,20315.76,1649.13,0,719,384
1124076,200410,4,4,4176,14963,5694.37,227.94,1,826,385
102826,200109,3,2,1619,8775,7541.33,396.5,0,474,386
147361,200207,3,2,1727,5000,20066.61,895.21,0,196,387
93694,200502,3,1.5,1003,8892,6748.08,395.05,0,176,388
107254,200212,3,1,1080,7349,5972,462.98,0,862,389
160977,200212,5,2.5,1792,5750,21121.71,1782.42,0,749,390
196518,200305,4,2.5,2042,6466,23488.68,474.07,0,470,391
110614,200406,3,2,1276,5505,9866.54,583.93,0,190,392
420291,200408,4,4,3410,10625,29539.54,2390.55,1,167,393
166824,200304,3,2,1662,13978,18805.54,2124.65,0,132,394
132979,200202,3,2,1578,9200,13090.55,74.31,0,98,395
773386,200210,4,4,4851,30716,14594.53,267.42,1,202,396
169856,200408,3,2.5,1660,1883,22427.78,1290.21,0,186,397
173390,200006,3,2.5,1923,4598,17691.31,1340.86,0,696,398
160792,200109,4,2,1928,7499,11382.38,213.31,0,717,399
342704,200205,3,2.5,2320,11652,7124.72,472.52,1,73,400
110039,200105,3,2,1297,5920,12122.03,383.14,0,847,401
220393,200405,3,2,1638,12728,16753.48,50.02,0,938,402
89834,200112,3,2,1422,10418,9013.4,1734.66,0,275,403
120579,200406,4,1,1678,16987,8286.5,350.48,0,673,404
917095,200205,4,4.5,3128,10376,7866.28,129.07,1,380,405
165694,200003,3,2,1708,6326,10982.02,425.82,0,536,406
134068,200212,4,2,1699,9133,5625.38,648.33,0,681,407
187200,200302,4,2,2232,14978,24092.54,918.27,0,277,408
206256,200301,4,3,2760,9376,13927.58,709.86,0,855,409
350704,200302,3,2,2140,29281,6358.71,46.53,0,258,410
292692,200409,5,2,1980,10456,7454.46,140.33,0,535,411
138735,200305,3,3,1453,2875,23646.25,696.75,0,337,412
132554,200406,4,2,1671,8842,15160.89,598.48,0,935,413
253787,200008,3,3,2332,6547,19257.12,716.4,0,602,414
96462,200305,3,2,1163,3577,21078.52,4899.06,0,441,415
106093,200008,3,2,1246,3240,20548.29,5869.34,0,708,416
107139,200002,3,2.5,1312,5491,18276.85,1889.42,0,166,417
214276,200309,4,3,2794,6600,21583.85,691.86,0,934,418
218174,200011,3,2.5,1979,9721,11033.68,1050.27,1,199,419
192174,200403,3,2.5,2054,2986,3044.07,321.2,0,664,420
166369,200404,4,2,1918,5251,18438.61,5506.83,1,512,421
253970,200504,4,2.5,2130,5623,18373.35,2096.29,1,353,422
518804,200410,6,4,5294,20553,20656.47,6684.71,1,109,423
513519,200305,4,3,3820,15833,18966.42,418.85,0,912,424
189339,200106,4,2,2598,9230,16931.5,5711.16,1,458,425
145180,200107,4,3,1898,8193,7022.51,87.39,0,479,426
268504,200410,4,3,2142,7992,20744.37,3153.48,0,344,427
389622,200208,4,3.5,3738,44549,36107.56,979.08,1,879,428
142107,200503,3,2,1672,10498,20908.47,501.49,0,56,429
240811,200210,4,3,2382,11605,8556.34,582.59,1,770,430
208905,200207,5,2.5,2705,6788,12788.36,4516.72,0,732,431
144073,200206,3,2,1948,5500,25057.55,1557.8,0,302,432
114108,200307,3,2,1330,10019,6959.85,564.54,0,124,433
222277,200308,3,3,1892,12056,13348.98,892.51,0,282,434
89186,200310,4,1.5,1370,7110,19226.9,1299.52,0,412,435
199228,200311,4,2,1874,7201,15613.24,281.75,1,966,436
106579,200202,3,2,1345,6282,15996.02,3948.88,0,641,437
204947,200205,3,2,1645,16271,8586.52,388.64,0,896,438
149286,200008,2,2,2852,14402,22720.49,136.34,0,951,439
148541,200409,4,2,1732,8046,12752.72,672.27,0,130,440
210650,200304,4,3,2282,10193,14662.26,393.94,1,891,441
78240,200204,3,2,1199,8607,9193.89,844.99,0,254,442
193527,200402,4,2,2108,7986,20195.35,188.24,0,677,443
119774,200204,3,2,1392,6756,9712.68,1673.26,0,397,444
170224,200108,2,1,1160,7450,2519.35,671.68,0,661,445
159833,200102,3,2,1783,5777,18812.96,4615.15,0,751,446
153242,200003,4,2,2075,7177,17241.79,373.87,0,539,447
69080,200308,3,1.5,1296,16729,28491.11,206.92,0,740,448
110210,200012,3,2,1264,8221,21673.97,688.37,0,615,449
199048,200109,3,2,1438,8653,5155.83,223.14,0,488,450
144763,200310,3,2,1729,8250,12119.51,3956.56,0,623,451
614854,200011,3,2,2400,58457,18847.56,80.67,0,396,452
247083,200001,5,3,2824,28899,25751.96,1224.91,1,753,453
91537,200110,3,2,1112,6202,8130.73,1707.42,0,706,454
112020,200108,3,1.5,1311,8639,3733.29,260.84,0,238,455
120424,200007,3,2,1628,10125,14846.21,35.49,0,295,456
199921,200404,4,2,2406,7826,13483.32,5272.62,0,171,457
152633,200308,3,2,1644,5321,21123.5,1180.57,0,987,458
108748,200106,3,2,1420,5536,21369.74,4358.33,0,904,459
244032,200004,4,3,2520,12494,17995.07,211.61,1,466,460
213893,200410,4,2.5,2947,5047,14509.62,3911.51,0,49,461
127771,200006,3,2,1860,9713,17472.81,624.74,0,790,462
84188,200103,3,2,1440,11193,8386.56,1827.97,1,747,463
135785,200206,3,2,1801,10144,13057.25,261.39,0,290,464
99229,200009,2,1,720,9020,2355.24,444.62,0,759,465
1005953,200102,4,5,6252,26159,16847.24,34.77,1,61,466
154354,200404,4,2,1913,7658,13683.59,3982.42,0,775,467
111564,200109,3,2,1434,11025,5116.35,433.63,0,967,468
161250,200209,2,1,1125,8140,2877.78,365,0,115,469
153182,200403,5,2,3363,42449,23856.42,424.21,1,597,470
113485,200305,3,2,1782,10732,12687.26,405.77,0,334,471
94784,200004,3,2,1246,3240,20707.8,5869.04,0,361,472
115156,200409,3,2,1241,7190,12784.97,2340.65,0,609,473
137057,200311,4,2,1451,11177,8491.41,1167.12,0,459,474
89839,200006,3,2,1268,7000,8904.39,207.56,0,526,475
220867,200308,4,3,2494,10775,19498.69,6863.63,1,191,476
178573,200308,4,2,2112,9183,18155.66,6436.11,1,680,477
122847,200305,3,2,1315,7511,15632.85,507.28,0,554,478
81894,200108,3,2,1597,7310,8140.89,201.42,0,315,479
289777,200204,3,1.5,2234,10075,1681.76,107.48,1,429,480
133459,200003,4,2,1810,5337,18704.18,1155.59,0,800,481
132990,200206,2,1,990,14186,2955.29,255.41,0,613,482
438960,200303,4,3,3122,15934,10520.34,373.46,1,179,483
97061,200408,3,2,1057,7376,20772.63,462.79,0,777,484
132490,200202,3,2,1555,11700,8106.67,583.64,0,135,485
109081,200312,3,2,1264,5362,9882.01,404.9,0,928,486
133903,200504,2,2,1312,6944,16729.12,2552.49,0,860,487
136051,200401,3,2,1680,9183,8951.31,1826.68,0,185,488
205799,200409,5,2,1992,12440,8653.89,180.58,0,79,489
176724,200408,3,2,1823,9902,13065.83,306.89,0,409,490
92060,200007,3,2,1476,10171,8889.28,1864.39,0,267,491
386209,200312,4,3,2458,12864,2275.26,135.88,1,692,492
294740,200308,4,3,2878,9750,22625.45,626.1,0,577,493
447343,200208,4,4,3888,14928,18167.6,797.9,1,500,494
175612,200404,3,2.5,1940,9203,14320.28,235.36,0,894,495
442349,200411,4,4,3688,21785,13886.18,528.47,1,78,496
301658,200204,3,2.5,2338,15745,19984.94,454.4,0,537,497
133797,200410,3,2,1464,7400,7776.17,1680.82,0,653,498
143180,200303,3,2,1565,5751,18260.63,5488.98,0,571,499
154699,200503,3,2,1351,7642,28537.08,1358.06,1,559,500
80068,200303,3,1,1025,5983,12497.92,444.23,0,373,501
132264,200412,3,2,1408,12995,10741.32,225.58,0,289,502
127426,200410,3,2,1260,7920,13487.69,1070.06,0,874,503
40313,200209,2,1,1048,7836,15269.76,290.92,0,102,504
215147,200303,3,2,1858,5594,17023.53,1478.43,0,515,505
167383,200412,3,2,1691,5622,21126.19,546.5,0,279,506
75557,200108,3,1.5,1120,14967,10225.99,72.76,0,831,507
121059,200009,3,2,1782,6050,11119.22,743.49,0,144,508
164015,200205,3,2,2092,11216,14944.37,502.72,0,900,509
145610,200003,3,2,1832,9281,12795.99,222.69,1,105,510
180202,200211,4,2,1976,34382,27111.44,1635.62,0,369,511
124387,200307,3,2,1424,6632,19921.75,1915.93,0,909,512
222322,200405,4,2.5,2047,8140,19537.11,5890.72,1,222,513
279090,200502,3,2,1532,6604,2258.17,814.56,0,842,514
146570,200111,3,2.5,1457,4401,19051.95,4001.37,1,114,515
146326,200104,4,2,1682,8268,17395.33,5579.67,0,42,516
93055,200007,6,2,1827,9424,14818.47,844.07,0,118,517
839306,200307,5,5,5077,32541,14490.97,164.62,1,636,518
135175,200210,4,2,1449,5225,14413.83,5130.14,0,414,519
217261,200502,4,2,1782,13916,16971.98,68.65,1,11,520
174747,200012,4,3,2367,8792,18959.4,5885.11,1,603,521
91847,200101,2,2,1312,6962,15562.8,3286.69,0,663,522
107123,200404,2,1,1143,9240,8566.64,2062.89,0,853,523
687994,200502,5,4,3887,15435,19662.97,278.23,1,306,524
224284,200311,5,2.5,2740,5541,21592.6,1399.82,1,978,525
110231,200005,3,2,1276,4958,8721.14,1138.23,0,990,526
112530,200309,2,2,1420,16610,19875.42,1638.84,0,285,527
133373,200404,2,2.5,1278,1701,17704.1,1598.27,0,485,528
142238,200303,4,2,1465,5650,14669.87,5544.94,0,793,529
310214,200206,5,3,2939,14203,23028.26,897.79,1,880,530
124604,200204,3,2,1334,5750,16810.65,5152.95,0,392,531
110588,200002,4,2.5,1727,6687,10685.31,259.83,0,149,532
243019,200411,3,2.5,2162,5500,20806.2,2062.48,1,242,533
907855,200106,5,6,5494,12044,16193.33,29.87,1,915,534
131775,200301,4,1.5,1776,26535,13413.26,541.14,0,38,535
112907,200112,3,2,1260,5250,20931.09,5317.96,0,600,536
191546,200405,4,2,2014,13440,16187.03,845.15,0,779,537
89941,200503,1,1,1086,7005,8944.21,346.67,0,703,538
161712,200201,4,2,2202,12849,11829.55,4363.27,1,448,539
267950,200107,5,3,3100,7979,15099.33,2601.38,1,518,540
155077,200308,3,2,1514,5060,15438.17,2915.49,1,913,541
121059,200010,4,2,1769,7585,11361.66,451.24,0,104,542
203403,200406,4,2,1618,8452,8241.34,1673.52,0,129,543
183737,200405,3,2,2012,11109,12543,4279.26,0,898,544
124532,200205,3,2,1731,13914,12253.87,160.47,0,689,545
136741,200307,3,2,1577,5053,15202.63,632.13,0,464,546
200641,200303,3,2,2033,15303,15624.92,116.07,1,153,547
320822,200207,5,4,3138,9749,16862.18,313.9,1,975,548
85467,200102,3,1,1382,11057,14553.54,1204.41,0,208,549
82520,200102,3,2,1135,3600,15656.46,355.33,0,544,550
126816,200104,4,2,1877,5254,20379.33,556.27,0,278,551
69320,200011,2,1,1098,8182,8117.16,1738.78,0,460,552
151447,200309,2,1,792,7179,3273.26,642.65,0,758,553
115638,200302,3,2,1279,8899,10986.82,809.53,0,137,554
132899,200005,2,1,1065,6800,3377.29,338.99,0,354,555
141202,200303,3,2,1619,5000,21401.64,7079.41,0,591,556
328065,200108,4,3,3388,11992,18333.47,571.04,1,63,557
149270,200411,3,2,1703,2875,23557.31,607.51,0,955,558
156274,200312,3,2.5,1507,4261,22591.94,276.35,0,34,559
116922,200406,3,2,1490,12689,6106.63,1058.26,0,731,560
332029,200412,4,3,2639,14153,17992.46,218.34,1,733,561
105501,200303,2,1,953,7501,5493.63,223,0,691,562
249022,200412,4,2,2276,8252,14860.64,108.49,0,250,563
222777,200303,7,4,4052,8669,21096.99,88.1,0,940,564
197261,200402,4,2,2202,10079,22893.85,602.27,1,917,565
314191,200405,5,4,3501,11647,20343.17,1750.46,1,8,566
329278,200409,4,3,2812,11967,20521.17,1250.16,1,247,567
108548,200412,3,1.5,975,8354,21398.33,281.16,0,192,568
193659,200403,4,2.5,2838,6092,17123.26,5167.61,0,65,569
73309,200308,3,1,1008,6863,18229.72,757.22,0,54,570
187760,200310,3,2,1460,8629,3321.06,543.46,0,841,571
139093,200204,3,2,1732,10126,14222.67,347.99,0,156,572
95161,200010,3,2,1309,4004,10292.54,2148.77,0,490,573
164571,200105,4,2,2048,13000,12841.6,87.48,1,211,574
75918,200003,3,2,1265,9604,9348.51,144.57,0,625,575
109105,200006,4,2,1661,9943,8905.07,1091.91,0,197,576
108263,200109,3,2,1448,9650,11444.1,291.21,0,152,577
366929,200011,5,3.5,3661,6526,1296.29,164.84,1,87,578
113026,200107,3,2,1685,6870,16400.78,4324.36,0,40,579
153260,200004,3,2,1737,6752,21902.96,3710.68,1,799,580
373216,200008,4,3.5,2741,11724,8655.27,510.4,0,560,581
96384,200002,2,2,864,7011,3098.29,502.87,0,126,582
199272,200309,4,2.5,2261,14620,15917.65,572.93,1,463,583
187358,200110,3,2,2136,8625,11924.69,4395.63,0,304,584
75265,200006,3,1.5,1025,11096,8675.31,686.6,0,626,585
131876,200312,3,2,1466,7875,12142.77,4126.71,0,844,586
85561,200103,3,1,1279,15179,16749.73,565.26,0,24,587
108341,200403,2,2.5,1174,1629,16800.21,4768.32,0,683,588
107841,200309,3,1,1152,12392,10219.31,1405.29,0,342,589
167201,200108,4,2,1877,11892,5632.39,303.2,1,198,590
128053,200409,3,1,1490,12820,24478.92,672.6,0,37,591
156519,200502,3,2,1154,5041,14659.99,5534.94,0,638,592
140513,200307,3,2,1503,5859,14254.38,2444.65,0,91,593
310817,200406,4,2,1783,11880,5055.09,380.93,0,856,594
128090,200111,3,2.5,1784,4400,23744.3,151.75,0,437,595
234668,200111,4,3,2508,11245,17513.25,141.57,0,510,596
197558,200206,2,1,1473,10800,4093.62,185.21,0,72,597
468201,200205,3,2,2131,20286,3324.61,33.33,1,824,598
103761,200411,4,2,1528,6501,9271.27,1674.07,0,493,599
166499,200005,4,2,1559,5750,21030.59,1865.14,1,232,600
746432,200008,4,2,3196,10030,7573.83,30.65,0,816,601
1462402,200108,5,5.5,6799,25704,6465.95,110.74,0,968,602
59573,200012,4,2,1192,7862,7534.01,1256.81,0,778,603
248022,200311,5,3,3183,10625,21435.4,178.42,0,160,604
141324,200004,3,2,1708,5500,15741.35,3703.7,0,214,605
232456,200402,4,3,2376,10492,20842.13,1058.39,0,55,606
119262,200107,3,2,1642,8200,11851.08,198.35,0,384,607
275162,200310,4,2.5,2855,10121,13971.09,227.29,1,299,608
256753,200407,4,2.5,2626,5750,22975.05,159.58,0,736,609
106985,200107,4,2.5,1498,7401,6744.49,1101.11,0,158,610
124341,200311,2,1,1304,6601,10831.68,449.13,0,440,611
166391,200503,3,2,1826,11016,9069.36,479.55,0,624,612
153925,200208,3,2,1681,10201,14417.84,842.02,0,177,613
234685,200105,3,2.5,2848,10575,16627.47,1933.51,0,480,614
146240,200108,3,2,1815,9910,2102.7,340.84,0,127,615
284191,200003,4,3,2598,13301,12449.75,224.14,1,640,616
58706,200201,3,1,932,9417,8356.25,263.14,0,676,617
92964,200205,2,1,1032,10133,3814.53,285.91,0,772,618
222614,200206,4,1,1440,13398,3980.52,113.58,0,877,619
199964,200310,4,2.5,3069,9536,21123.63,3164.1,0,3,620
186315,200205,4,2.5,2512,9020,16825.62,2711.53,0,771,621
215090,200408,4,2.5,2450,6354,22101.57,90.33,0,838,622
145655,200212,4,2.5,2250,5400,21411.67,1073.51,1,802,623
172202,200306,4,2,1745,9264,8505.19,1997.99,0,811,624
177633,200308,4,3,2295,5485,21484.31,1542.04,0,172,625
114021,200412,3,1,1240,11607,20145.21,805.36,0,768,626
340876,200503,4,3,2338,13295,21016.35,3673.14,1,436,627
105028,200309,4,2,1626,8843,9343.09,2516.06,0,51,628
171487,200412,3,3,1941,6163,21350.38,3512.34,0,145,629
91337,200006,3,2,1624,49731,7121.88,1284.82,0,932,630
96790,200004,2,1,879,7111,4521.61,224.07,0,684,631
93504,200109,3,2,1323,6027,9249.69,614.69,0,15,632
47515,200006,2,1,1632,13416,18437.7,514.06,0,823,633
95914,200208,3,2,1210,6315,9896.94,496.44,0,991,634
120361,200005,3,2,1619,5250,21441.46,6944.67,0,649,635
108183,200204,3,2,1379,8442,4785.68,392.09,0,393,636
200531,200407,5,4,2782,5568,21794.34,1465.87,0,835,637
2411553,200305,6,6.5,7545,56616,17433.39,61.79,1,906,638
105556,200401,3,2,1356,5475,21542.71,84.87,0,14,639
120778,200306,3,2,1705,12598,7521.63,1014.31,0,971,640
95763,200212,2,2,1070,6819,16145.28,2535.31,0,107,641
75342,200204,2,1,1116,10429,19692.18,760.56,0,375,642
57519,200308,3,1,1158,25018,5359.2,250.93,0,682,643
127089,200012,4,2,1528,5000,17380.83,645.49,0,228,644
223323,200106,3,2,2792,10846,19842.18,6671.29,1,326,645
118732,200007,4,2.5,2200,17516,21744.23,741.17,0,729,646
138348,200411,3,2,1364,5308,12293.46,1177.09,0,227,647
1006128,200409,4,4,4729,17025,17138.11,136.06,1,43,648
87387,200109,3,1.5,1242,10448,8024.6,600.54,0,647,649
259336,200307,4,3,2362,47071,25785.32,609.46,1,203,650
570177,200501,4,3.5,3493,12842,13211.22,314.99,1,457,651
249532,200308,4,3,2450,9489,16146.14,89.61,0,206,652
99189,200012,3,2,1268,7542,15543.24,639.07,0,142,653
161762,200309,3,2,1617,7623,14891.14,3156.62,0,7,654
150884,200309,3,2.5,2176,13001,21493.76,73.55,0,575,655
245052,200304,4,3,2297,12219,21198.57,105.93,1,893,656
213288,200107,4,3,2121,18962,8500.8,380.04,1,922,657
215858,200503,3,2,1672,6512,16683.73,5575.17,1,970,658
144719,200410,3,2,1315,8184,16701.52,4625.03,0,837,659
287811,200503,3,2,1590,6775,3586,561.04,0,280,660
161740,200012,3,2,1810,8509,2809.46,561.84,0,792,661
186588,200410,3,2,2008,11226,14894.77,474.78,0,213,662
166230,200106,3,2,2084,6944,14229.23,3269.64,0,845,663
86994,200210,3,1,1088,10402,6406.9,1095.72,0,817,664
246643,200406,4,2,1959,6760,9375.95,195.01,0,718,665
181638,200306,3,2,1735,10041,11532.08,563.23,0,180,666
